보행자작동신호기관리번호,지주관리번호,방향,설치일,교체일,X좌표,Y좌표,제조업체,작업구분,표출구분,종류,신규정규화ID,상태,공사관리번호,보행자작동신호기관리번호,이력ID,위치정보,공사형태,MNG_AGEN,XGEO
29-0000000425,02-0000091224,90 ,20210421,20210421,201173.06709,559545.8245,대한신호,001,002,000,4425955    ,001,2021-0101-062,29-000425,649,1,002,-,
29-0000000424,02-0000103498,90 ,20210421,20210421,201155.15267,559534.72547,대한신호,001,002,000,4425954    ,001,2021-0101-062,29-000424,724,1,002,-,
29-0000000401,02-0000073769,90 ,20210420,20210420,200233.21518,554770.10006,대한신호,001,002,000,4316103    ,001,2021-0101-062,29-000401,472,1,002,-,
29-0000000997,02-0000173385,315,-,-,201367.28133,553163.77495,-,001,001,000,4332384    ,001,2021-0201-102,29-000997,1264,1,003,-,
29-0000001729,02-0000074157,180,20100625,-,199757.87686,554409.9367,대한신호(주),001,001,000,4305134    ,001,2021-0101-097,29-001729,1922,-,003,-,
29-0000001730,02-0000074155,180,20100625,-,199768.83622,554401.05635,대한신호(주),001,001,000,4305133    ,001,2021-0101-097,29-001730,1923,-,003,-,
29-0000002023,02-0000182798,180,20191220,20191220,199949.93006,554527.7658,-,001,001,001,4305557    ,001,2021-0101-097,29-002023,2216,-,003,-,
29-0000002024,02-0000182799,180,20191220,20191220,199937.80652,554527.59333,-,001,001,001,4305556    ,001,2021-0101-097,29-002024,2217,-,003,-,
29-0000001790,02-0000139615,180,-,-,200361.16492,552650.76754,-,001,001,000,4311387    ,001,2021-0101-097,29-001790,1983,-,003,-,
29-0000001789,02-0000139614,180,-,-,200351.73529,552667.80648,-,001,001,000,4311386    ,001,2021-0101-097,29-001789,1982,-,003,-,
29-0000000040,02-0000086467,90 ,20170925,20170925,201479.38563,561958.73585,한길에이치씨,001,002,001,4530643    ,001,2017-0101-027,29-000040,566,1,002,-,
29-0000000039,02-0000086466,90 ,20170925,20170925,201475.11011,561969.88612,한길에이치씨,001,002,001,4530543    ,001,2017-0101-027,29-000039,564,1,002,-,
29-0000000037,02-0000086472,90 ,20170925,20170925,201360.05179,561980.9964,한길에이치씨,001,002,001,4530345    ,001,2017-0101-027,29-000037,569,1,002,-,
29-0000000038,02-0000086471,90 ,20170925,20170925,201358.95635,561992.95215,한길에이치씨,001,002,001,4530346    ,001,2017-0101-027,29-000038,568,1,002,-,
29-0000001992,02-0000196784,180,20170925,20170925,201299.70654,561996.60715,한길에이치씨,001,002,001,4530246    ,001,2017-0101-027,29-001992,2185,-,001,-,
29-0000001991,02-0000196783,180,20170925,20170925,201298.22992,562008.42355,한길에이치씨,001,002,001,4530255    ,001,2017-0101-027,29-001991,2184,-,001,-,
29-0000000773,02-0000135995,90 ,-,20171220,208926.25087,556400.64105,대한신호,001,001,000,-,004,2017-0101-045,29-000773,905,1,003,-,
29-0000000772,02-0000135996,90 ,-,20171220,208904.97801,556402.02318,대한신호,001,001,000,-,004,2017-0101-045,29-000772,906,1,003,-,
29-0000001752,02-0000163155,180,20100101,20201016,189117.81995,548250.55846,대한신호㈜,001,001,000,1283804    ,001,2020-0201-056,29-001752,1945,-,003,-,
29-0000000820,02-0000011878,0  ,20180819,20180819,196919.11659,551047.1816,대한,001,002,000,-,001,2018-0201-047,29-000820,125,1,004,-,
29-0000000565,02-0000114346,90 ,-,20171220,203873.43679,553916.92279,-,001,001,000,-,004,2017-0101-045,29-000565,783,1,003,-,
29-0000001603,02-0000160954,180,20130910,20171220,205205.25449,554412.07008,대한신호,001,001,001,5315032    ,004,2017-0101-045,29-001603,1796,-,003,-,
29-0000000819,02-0000011879,0  ,20180819,20180819,196922.41415,551057.13239,대한,001,002,000,-,001,2018-0201-047,29-000819,126,1,004,-,
29-0000000356,02-0000124184,90 ,-,-,196389.24839,542992.73508,-,001,001,000,-,001,2000-0000-000,29-000356,852,1,-,-,
29-0000000357,02-0000124185,90 ,20180516,20180516,196380.44116,542978.37505,대한신호,001,001,001,-,001,2018-0101-005,29-000357,853,1,003,-,
29-0000002004,02-0000198136,180,20180430,20180430,195789.31038,542981.69136,대한신호,001,002,000,3122243    ,001,2018-0101-005,29-002004,2197,-,001,-,
29-0000002003,02-0000198135,180,20180430,20180430,195799.14119,542992.3489,대한신호,001,002,000,3122244    ,001,2018-0101-005,29-002003,2196,-,001,-,
29-0000000751,02-0000026847,90 ,20201016,20201016,190059.10579,544444.48715,-,001,001,000,2105733    ,001,2020-0101-038,29-000751,193,1,003,-,
29-0000000750,02-0000026846,90 ,20201016,20201016,190047.48466,544461.8804,-,001,001,000,2105742    ,001,2020-0101-038,29-000750,192,1,003,-,
29-0000002075,02-0000211945,-,20200923,20200923,-,-,대한신호,001,002,001,4221691    ,001,2020-0101-024,29-002075,2268,-,001,-,
29-0000002083,02-0000011880,-,20200601,20200601,-,-,대한신호,001,002,000,3354862    ,001,2020-0101-111,29-002083,2276,-,004,-,
29-0000002032,02-0000077240,-,20180520,20201215,-,-,대한신호,001,001,000,4410022    ,001,2020-0101-114,29-002032,2225,-,003,-,
29-0000002031,02-0000077225,-,20180520,20201215,-,-,대한신호,001,001,000,4400922    ,001,2020-0101-114,29-002031,2224,-,003,-,
29-0000001027,02-0000173408,0  ,20201215,20201215,199983.79611,556839.47363,대한신호,001,001,001,4400612    ,001,2020-0101-114,29-001027,1269,1,003,-,
29-0000001026,02-0000173410,0  ,20131028,20201215,199979.75055,556851.51,대한신호,006,001,001,4400621    ,001,2020-0101-114,29-001026,1270,1,003,-,
29-0000000380,02-0000012401,90 ,20161223,20201215,197286.64522,554242.81483,대한신호,001,001,001,3354292    ,001,2020-0101-114,29-000380,129,1,003,-,
29-0000000381,02-0000193885,90 ,20161223,20201215,197302.97929,554257.26672,대한신호,001,001,001,3355201    ,001,2020-0101-114,29-000381,128,1,003,-,
29-0000001646,02-0000091690,0  ,20090101,20201215,200950.97593,560665.42028,대한신호,001,001,000,4427584    ,001,2020-0101-114,29-001646,1839,-,003,-,
29-0000001647,02-0000091704,0  ,20090101,20201215,200930.76128,560663.69745,대한신호,001,001,000,4427583    ,001,2020-0101-114,29-001647,1840,-,003,-,
29-0000000515,02-0000090960,90 ,20201215,20201215,201193.91912,558946.36452,대한신호,001,001,000,4434031    ,001,2020-0101-114,29-000515,643,1,003,-,
29-0000000514,02-0000090956,90 ,20201215,20201215,201173.34454,558949.56085,대한신호,001,001,000,4424931    ,001,2020-0101-114,29-000514,642,1,003,-,
29-0000000513,02-0000090962,90 ,20201215,20201215,201164.70415,558861.59723,대한신호,001,001,000,4424922    ,001,2020-0101-114,29-000513,644,1,003,-,
29-0000000512,02-0000090963,90 ,20201215,20201215,201147.49649,558874.08915,대한신호,001,001,000,4424921    ,001,2020-0101-114,29-000512,645,1,003,-,
29-0000001649,02-0000151013,0  ,20090101,20201215,201510.29343,560025.50102,대한신호,001,001,000,4436654    ,001,2020-0101-114,29-001649,1842,-,003,-,
29-0000001648,02-0000151009,0  ,20090101,20201215,201493.24887,560021.25862,대한신호,001,001,000,4436653    ,001,2020-0101-114,29-001648,1841,-,003,-,
29-0000000466,02-0000156264,90 ,20201215,20201215,203345.88335,558649.64352,대한신호,001,001,000,4473371    ,001,2020-0101-114,29-000466,1037,1,003,-,
29-0000000465,02-0000087955,90 ,20201215,20201215,203341.03403,558663.37166,대한신호,001,001,000,4473381    ,001,2020-0101-114,29-000465,609,1,003,-,
29-0000000464,02-0000087961,90 ,20201215,20201215,203258.73481,558552.76215,대한신호,001,001,000,4473152    ,001,2020-0101-114,29-000464,610,1,003,-,
29-0000000463,02-0000156265,90 ,20201215,20201215,203247.3852,558567.99523,대한신호,001,001,000,4473163    ,001,2020-0101-114,29-000463,1038,1,003,-,
29-0000000383,02-0000012383,90 ,20201215,20201215,197533.45288,553179.32011,대한신호,001,001,000,3352782    ,001,2020-0101-114,29-000383,127,1,003,-,
29-0000000382,02-0000012660,90 ,20201215,20201215,197499.34291,553174.92699,대한신호,001,001,000,3352682    ,001,2020-0101-114,29-000382,132,1,003,-,
29-0000001534,02-0000171334,180,20130501,20170430,209610.24337,541867.47934,-,001,002,001,5190823    ,001,2008-1101-051,29-001534,1727,-,004,-,
29-0000001533,02-0000171333,180,20130501,20170430,209616.88473,541894.95961,-,001,002,001,5190824    ,001,2008-1101-051,29-001533,1726,-,004,-,
29-0000002034,02-0000196717,-,20181129,20181129,-,-,-,001,002,001,2204212    ,001,2018-9901-024,29-002034,2227,-,001,-,
29-0000002033,02-0000196716,-,20181129,20181129,-,-,-,001,002,001,2204211    ,001,2018-9901-024,29-002033,2226,-,001,-,
29-0000002035,02-0000200200,-,20181119,20181119,-,-,㈜한길에이치씨,001,002,000,1182793    ,001,2018-0101-074,29-002035,2228,-,001,-,
29-0000000937,02-0000069808,0  ,20180811,20180811,205043.04428,552255.84424,대한신호,001,002,000,-,001,2018-0101-041,29-000937,431,1,004,-,
29-0000001753,02-0000114042,180,20180811,20180811,205060.74498,552250.49391,대한신호,001,002,000,5301701    ,001,2018-0101-041,29-001753,1946,-,004,-,
29-0000000961,02-0000170135,0  ,20160825,20160825,203283.2171,549823.57778,대한신호,001,001,000,-,001,2010-0201-006,29-000961,1247,1,003,-,
29-0000000960,02-0000170134,0  ,-,20160825,203258.31576,549830.23288,대한신호,001,001,000,-,001,2010-0201-006,29-000960,1246,1,003,-,
29-0000001916,02-0000072168,0  ,20161204,20161204,202804.08143,553143.09157,㈜코스텍시스템,001,002,000,4362271    ,001,2016-2101-005,29-001916,2109,-,001,-,
29-0000001915,02-0000173515,0  ,20161204,20161204,202151.73868,550496.68445,㈜코스텍시스템,001,002,000,4247941    ,001,2016-2101-005,29-001915,2108,-,001,-,
29-0000001914,02-0000194295,0  ,20161204,20161204,207651.01676,551935.73933,㈜코스텍시스템,001,002,000,5350931    ,001,2016-2101-005,29-001914,2107,-,001,-,
29-0000001960,02-0000173071,180,20171222,20190725,194470.23486,560932.19531,대한신호,001,001,000,2498532    ,001,2019-0101-048,29-001960,2153,-,003,-,
29-0000001959,02-0000136804,180,20171222,20190725,194488.91415,560934.74206,대한신호,001,001,000,2498632    ,001,2019-0101-048,29-001959,2152,-,003,-,
29-0000000204,02-0000093625,270,20191130,20191130,190731.75879,552159.45208,-,001,001,000,2320183    ,001,2019-0101-048,29-000204,661,1,003,-,
29-0000000203,02-0000117560,90 ,20191130,20191130,190703.16809,552191.01415,-,001,001,000,2320082    ,001,2019-0101-048,29-000203,809,1,003,-,
29-0000000669,02-0000066287,90 ,20201016,20201016,189069.84977,547582.45905,-,001,001,000,1281762    ,001,2020-0101-036,29-000669,375,1,003,-,
29-0000000668,02-0000066387,90 ,20201016,20201016,189053.10327,547591.00008,-,001,001,000,1281761    ,001,2020-0101-036,29-000668,376,1,003,-,
29-0000000672,02-0000019987,90 ,20201016,20201016,189029.3633,547483.64668,-,001,001,000,1281742    ,001,2020-0101-036,29-000672,166,1,003,-,
29-0000000673,02-0000019986,90 ,20201016,20201016,189051.76569,547487.38291,-,001,001,000,1281741    ,001,2020-0101-036,29-000673,165,1,003,-,
29-0000000670,02-0000070363,90 ,20201016,20201016,189073.53538,547694.99593,-,001,001,000,1281781    ,001,2020-0101-036,29-000670,436,1,003,-,
29-0000000671,02-0000070361,90 ,20201016,20201016,189093.28605,547700.395,-,001,001,000,1281891    ,001,2020-0101-036,29-000671,435,1,003,-,
29-0000001205,02-0000177839,180,20131109,20131109,191599.10829,544684.57333,대한신호,006,001,000,2135883    ,001,2020-0101-011,29-001205,1398,-,003,-,
29-0000001206,02-0000177840,180,20131109,20160924,191573.34272,544681.12678,대한신호,001,001,000,2135783    ,001,2020-0101-011,29-001206,1399,-,003,-,
29-0000001164,02-0000177408,180,-,-,191340.07849,544100.15577,-,001,001,001,2134363    ,001,2020-0101-011,29-001164,1357,-,003,-,
29-0000001203,02-0000177833,180,20150625,20150625,191531.33995,544753.1501,대한신호,001,001,001,2136706    ,001,2020-0101-011,29-001203,1396,-,003,-,
29-0000001204,02-0000177837,180,20131109,20131109,191551.83643,544774.8578,대한신호,001,001,001,2136705    ,001,2020-0101-011,29-001204,1397,-,003,-,
29-0000001156,02-0000156489,180,-,-,191969.47143,545148.42664,진우산전,001,001,000,2146571    ,001,2020-0101-011,29-001156,1349,-,003,-,
29-0000000330,02-0000107713,90 ,-,-,190800.80316,544408.41085,-,001,001,001,2125232    ,001,2020-0101-011,29-000330,746,1,003,-,
29-0000001154,02-0000032677,180,-,-,191147.27354,544741.96283,-,001,001,001,2125993    ,-,2020-0101-011,29-001154,1347,-,003,-,
29-0000001153,02-0000032675,180,-,-,191129.34788,544759.32422,-,001,001,001,2126903    ,001,2020-0101-011,29-001153,1346,-,003,-,
29-0000000493,02-0000008929,90 ,20201215,20201215,196803.06656,555065.72698,대한신호,001,001,001,3346262    ,001,2020-0101-114,29-000493,96,1,003,-,
29-0000000492,02-0000008928,90 ,20201215,20201215,196777.36473,555064.76339,대한신호,001,001,001,3346162    ,001,2020-0101-114,29-000492,95,1,003,-,
29-0000000378,02-0000134026,90 ,20201215,20201215,196494.06911,555487.37848,대한신호,001,001,000,3337641    ,001,2020-0101-114,29-000378,891,1,003,-,
29-0000000379,02-0000134027,90 ,20201215,20201215,196504.81101,555518.59936,대한신호,001,001,000,3337651    ,001,2020-0101-114,29-000379,892,1,003,-,
29-0000000377,02-0000134021,90 ,20201215,20201215,196686.01733,555357.67799,대한신호,001,001,000,3347022    ,001,2020-0101-114,29-000377,889,1,003,-,
29-0000001305,02-0000103798,180,20131231,20131231,197701.52258,551132.14948,대한신호,001,001,001,3268073    ,001,2020-0201-072,29-001305,1498,-,003,-,
29-0000001304,02-0000133255,180,20131231,20131231,197697.97569,551150.99561,대한신호,001,001,001,3268083    ,001,2020-0201-072,29-001304,1497,-,003,-,
29-0000000678,02-0000056977,90 ,-,-,190524.48883,548791.17981,-,001,001,000,2214702    ,001,2021-0101-088,29-000678,319,1,003,-,
29-0000002094,02-0000219153,-,20211010,20211010,-,-,대한신호,001,002,000,3230941    ,001,2021-0401-010,29-002094,2287,-,001,-,
29-0000002093,02-0000219078,-,20211210,20211210,-,-,대한신호,001,002,001,1372048    ,001,2021-0101-080,29-002093,2286,-,001,-,
29-0000002092,02-0000219077,-,20211210,20211210,-,-,대한신호,001,002,001,1372047    ,001,2021-0101-080,29-002092,2285,-,001,-,
29-0000001997,02-0000197216,180,20171229,20171229,203596.06577,550628.80359,대한신호㈜,001,002,000,4277872    ,001,2017-2201-007,29-001997,2190,-,001,-,
29-0000001996,02-0000196902,180,20171229,20171229,203610.31644,550616.65631,대한신호㈜,001,002,000,4277871    ,001,2017-2201-007,29-001996,2189,-,001,-,
29-0000002045,02-0000099419,-,20190315,20190315,-,-,대한신호,001,002,000,6117854    ,001,2019-0101-010,29-002045,2238,-,001,-,
29-0000002044,02-0000202286,-,20190315,20190315,-,-,대한신호,001,002,000,6117954    ,001,2019-0101-010,29-002044,2237,-,001,-,
29-0000002043,02-0000202285,-,20190315,20190315,-,-,대한신호,001,002,000,6117953    ,001,2019-0101-010,29-002043,2236,-,001,-,
29-0000002042,02-0000202284,-,20190315,20190315,-,-,대한신호,001,002,000,6117952    ,001,2019-0101-010,29-002042,2235,-,001,-,
29-0000002041,02-0000202283,-,20190315,20190315,-,-,대한신호,001,002,000,6117951    ,001,2019-0101-010,29-002041,2234,-,001,-,
29-0000002040,02-0000044303,-,20190315,20190315,-,-,대한신호,001,002,000,6117853    ,001,2019-0101-010,29-002040,2233,-,001,-,
29-0000002054,02-0000202767,-,20191115,20191115,-,-,대한신호,001,002,001,6340322    ,001,2019-0101-027,29-002054,2247,-,001,-,
29-0000002053,02-0000202766,-,20191115,20191115,-,-,대한신호,001,002,001,6340321    ,001,2019-0101-027,29-002053,2246,-,001,-,
29-0000002052,02-0000202762,-,20191115,20191115,-,-,대한신호,001,002,001,6249671    ,001,2019-0101-027,29-002052,2245,-,001,-,
29-0000002051,02-0000202761,-,20191115,20191115,-,-,대한신호,001,002,001,6249774    ,001,2019-0101-027,29-002051,2244,-,001,-,
29-0000002050,02-0000202760,-,20191115,20191115,-,-,대한신호,001,002,001,6340244    ,001,2019-0101-027,29-002050,2243,-,001,-,
29-0000002049,02-0000202757,-,20191115,20191115,-,-,대한신호,001,002,001,6340242    ,001,2019-0101-027,29-002049,2242,-,001,-,
29-0000000250,02-0000117760,90 ,20160421,20190525,196814.14778,548776.89289,대한신호,001,001,001,3244202    ,001,2019-0201-019,29-000250,811,1,003,-,
29-0000000249,02-0000050676,90 ,20161011,20190525,196816.54737,548801.54115,대한신호,001,001,001,3244212    ,001,2019-0201-019,29-000249,270,1,003,-,
29-0000002060,02-0000202909,-,20190901,20190901,-,-,대한신호,001,002,001,4231202    ,001,2019-0101-017,29-002060,2253,-,001,-,
29-0000002059,02-0000202908,-,20190901,20190901,-,-,대한신호,001,002,001,4231201    ,001,2019-0101-017,29-002059,2252,-,001,-,
29-0000001560,02-0000178604,180,20131023,20190917,193942.76063,552202.35782,대한신호,001,001,000,2380594    ,001,2019-0201-040,29-001560,1753,-,003,-,
29-0000000234,02-0000002554,90 ,20190917,20190917,194206.97579,552396.31382,-,001,001,001,2391024    ,001,2019-0201-040,29-000234,28,1,003,-,
29-0000001559,02-0000002540,180,20131023,20190917,193953.58127,552218.84186,대한신호,001,001,000,2380593    ,001,2019-0201-040,29-001559,1752,-,003,-,
29-0000000233,02-0000002555,90 ,20160810,20190917,194187.38916,552399.58701,대한신호,001,001,001,2391023    ,001,2019-0201-040,29-000233,29,1,003,-,
29-0000001297,02-0000104943,180,20170830,20190917,192437.37404,553817.60238,대한신호,001,001,001,2354514    ,001,2019-0201-040,29-001297,1490,-,003,-,
29-0000001296,02-0000008101,180,20170830,20190917,192420.28823,553821.99849,대한신호,001,001,001,2354413    ,001,2019-0201-040,29-001296,1489,-,003,-,
29-0000001447,02-0000001191,180,20150130,20190917,199873.35511,551511.96287,대한신호,006,001,000,4209356    ,001,2019-0201-040,29-001447,1640,-,003,-,
29-0000001448,02-0000001190,180,20150130,20190917,199852.41684,551503.16314,대한신호,006,001,000,4209355    ,001,2019-0201-040,29-001448,1641,-,003,-,
29-0000000294,02-0000137993,90 ,20190917,20190917,201245.00783,551721.09439,-,001,001,000,4239192    ,001,2019-0201-040,29-000294,924,1,003,-,
29-0000000293,02-0000137992,90 ,20190917,20190917,201241.72902,551740.11299,-,001,001,000,4239191    ,001,2019-0201-040,29-000293,923,1,003,-,
29-0000000816,02-0000103890,0  ,20160826,20190916,197729.67836,550778.90214,대한,001,001,001,3268101    ,001,2019-0201-040,29-000816,727,1,003,-,
29-0000000815,02-0000000784,0  ,-,20190916,197714.3585,550800.67464,대한,001,001,001,3268012    ,001,2019-0201-040,29-000815,14,1,003,-,
29-0000000267,02-0000008912,90 ,20170819,20190916,191699.49352,557646.80627,-,001,001,000,2441071    ,001,2019-0201-040,29-000267,93,1,003,-,
29-0000000268,02-0000008914,90 ,20170819,20190916,191716.8899,557662.4867,-,001,001,000,2441082    ,001,2019-0201-040,29-000268,94,1,003,-,
